year,region_name,avg_income,province
2015,Bathurst,8850,NB
2015,Miramichi,6830,NB
2015,Campbellton,3520,
2015,Edmundston,5640,NB
2015,Non CMA-CA,73410,NB
2015,Quebec,1936130,
2015,Campbellton,530,
2015,Matane,4560,QC
2015,Rimouski,12880,QC
2015,Rivière-du-loup,7040,QC
2015,Baie-Comeau,7170,QC
2015,Saguenay,40420,QC
2015,Alma,8260,QC
2015,Dolbeau-Mistassini,4080,QC
2015,Sept-Îles,6520,QC
2015,Québec,191230,QC
2015,Saint-Georges,8620,QC
2015,Thetford Mines,6350,QC
2015,Sherbrooke,49170,QC
2015,Cowansville,3160,QC
2015,Victoriaville,11880,QC
2015,Trois-Rivières,36630,QC
2015,Shawinigan,12980,QC
2015,Drummondville,22450,QC
2015,Granby,20100,QC
2015,Saint-Hyacinthe,13720,QC
2015,Sorel-Tracy,12610,QC
2015,Joliette,11410,QC
2015,Saint-Jean-sur-Richelieu,22730,QC
2015,Montréal,907620,QC
2015,Salaberry-de-Valleyfield,9530,QC
2015,Lachute,3030,QC
2015,Val-d'Or,8110,QC
2015,Amos,3870,QC
2015,Rouyn-Noranda,10430,QC
2015,Hawkesbury,400,
2015,Ottawa-Gatineau,74650,
2015,Non CMA-CA,404010,QC
2015,Ontario,3218890,
2015,Cornwall,14480,ON
2015,Hawkesbury,2320,
2015,Ottawa-Gatineau,225400,
2015,Brockville,8730,ON
2015,Pembroke,6470,ON
2015,Petawawa,3610,ON
2015,Kingston,36600,ON
2015,Belleville-Quinte West,22400,ON
2015,Cobourg,5710,ON
2015,Port Hope,4260,ON
2015,Peterborough,29150,ON
2015,Kawartha Lakes,17050,ON
2015,Centre Wellington,6970,ON
2015,Oshawa,88810,ON
2015,Ingersoll,3500,ON
2015,Toronto,1414960,ON
2015,Hamilton,172200,ON
2015,St. Catharines-Niagara,96880,ON
2015,Kitchener-Cambridge-Waterloo,119800,ON
2015,Brantford,32660,ON
2015,Woodstock,11250,ON
2015,Tillsonburg,5010,ON
2015,Norfolk,15880,ON
2015,Guelph,36850,ON
2015,Stratford,7910,ON
2015,London,113260,ON
2015,Chatham-Kent,24340,ON
2015,Leamington,20610,ON
2015,Windsor,76810,ON
2015,Sarnia,21220,ON
2015,Owen Sound,7340,ON
2015,Collingwood,5410,ON
2015,Barrie,45530,ON
2015,Orillia,9200,ON
2015,Midland,8820,ON
2015,North Bay,15400,ON
2015,Greater Sudbury,38100,ON
2015,Elliot Lake,2770,ON
2015,Temiskaming Shores,3400,ON
2015,Timmins,10120,ON
2015,Sault Ste. Marie,18470,ON
2015,Thunder Bay,27790,ON
2015,Kenora,4160,ON
2015,Non CMA-CA,377290,ON
2015,Manitoba,293590,
2015,Winnipeg,179990,MB
2015,Steinbach,4920,MB
2015,Portage la Prairie,3900,MB
2015,Brandon,13870,MB
2015,Thompson,2950,MB
2015,Non CMA-CA,87960,MB
2015,Saskatchewan,258360,
2015,Regina,55080,SK
2015,Yorkton,4760,SK
2015,Moose Jaw,8560,SK
2015,Swift Current,5100,SK
2015,Saskatoon,68970,SK
2015,North Battleford,4740,SK
2015,Prince Albert,9090,SK
2015,Estevan,3650,SK
2015,Lloydminster,3490,
2015,Non CMA-CA,94910,SK
2015,Alberta,987360,
2015,Medicine Hat,18880,AB
2015,Brooks,6490,AB
2015,Lethbridge,27580,AB
2015,Okotoks,7980,AB
2015,High River,3880,AB
2015,Calgary,342020,AB
2015,Strathmore,4130,AB
2015,Canmore,3700,AB
2015,Red Deer,23570,AB
2015,Sylvan Lake,3610,AB
2015,Lacombe,4030,AB
2015,Camrose,5100,AB
2015,Edmonton,316110,AB
2015,Lloydminster,5160,
2015,Cold Lake,4370,AB
2015,Grande Prairie,15290,AB
2015,Wood Buffalo,19100,AB
2015,Wetaskiwin,3170,AB
2015,Non CMA-CA,173190,AB
2015,British Columbia,1147740,
2015,Cranbrook,6790,BC
2015,Penticton,11580,BC
2015,Kelowna,49970,BC
2015,Vernon,16240,BC
2015,Salmon Arm,4830,BC
2015,Kamloops,26270,BC
2015,Chilliwack,25290,BC
2015,Abbotsford-Mission,44710,BC
2015,Vancouver,605080,BC
2015,Squamish,4770,BC
2015,Victoria,87250,BC
2015,Duncan,11090,BC
2015,Nanaimo,24910,BC
2015,Parksville,8820,BC
2015,Port Alberni,6160,BC
2015,Courtenay,15020,BC
2015,Campbell River,9530,BC
2015,Powell River,4470,BC
2015,Williams Lake,4450,BC
2015,Quesnel,5710,BC
2015,Prince Rupert,2730,BC
2015,Terrace,3740,BC
2015,Prince George,20160,BC
2015,Dawson Creek,2650,BC
2015,Fort St. John,6990,BC
2015,Non CMA-CA,138530,BC
2015,Yukon,7880,
2015,Whitehorse,6360,YT
2015,Non CMA-CA,1520,YT
2015,Northwest Territories,8780,
2015,Yellowknife,4610,NT
2015,Non CMA-CA,4170,NT
2015,Nunavut,6030,
2015,Campbellton,4040,
2015,Hawkesbury,2720,
2015,Ottawa - Gatineau,300050,
2015,Lloydminster,8660,
2016,Canada,8524950,
2016,Newfoundland and Labrador,134190,
2016,St. John's,49030,NL
2016,Bay Roberts,2970,NL
2016,Grand Falls-Windsor,3750,NL
2016,Gander,3620,NL
2016,Corner Brook,8220,NL
2016,Non CMA-CA,66600,NL
2016,Prince Edward Island,35440,
2016,Charlottetown,16320,PE
2016,Summerside,4390,PE
2016,Non CMA-CA,14730,PE
2016,Nova Scotia,221650,
2016,Halifax,93780,NS
2016,Kentville,6290,NS
2016,Truro,10770,NS
2016,New Glasgow,7930,NS
2016,Cape Breton,21310,NS
2016,Non CMA-CA,81580,NS
2016,New Brunswick,187840,
2016,Moncton,35600,NB
2016,Saint John,30440,NB
2016,Fredericton,25000,NB
2016,Bathurst,8340,NB
2016,Miramichi,6830,NB
2016,Campbellton,3340,
2016,Edmundston,6090,NB
2016,Non CMA-CA,72210,NB
2016,Quebec,1950110,
2016,Campbellton,510,
2016,Matane,4510,QC
2016,Rimouski,13650,QC
2016,Rivière-du-loup,7380,QC
2016,Baie-Comeau,7010,QC
2016,Saguenay,40590,QC
2016,Alma,8220,QC
2016,Dolbeau-Mistassini,3960,QC
2016,Sept-Îles,6480,QC
2016,Québec,193100,QC
2016,Sainte-Marie,3410,QC
2016,Saint-Georges,7670,QC
2016,Thetford Mines,6600,QC
2016,Sherbrooke,49790,QC
2016,Cowansville,3220,QC
2016,Victoriaville,11940,QC
2016,Trois-Rivières,36840,QC
2016,Shawinigan,12930,QC
2016,Drummondville,23670,QC
2016,Granby,21470,QC
2016,Saint-Hyacinthe,13820,QC
2016,Sorel-Tracy,10450,QC
2016,Joliette,11540,QC
2016,Montréal,943940,QC
2016,Salaberry-de-Valleyfield,9590,QC
2016,Lachute,2880,QC
2016,Val-d'Or,8140,QC
2016,Rouyn-Noranda,10250,QC
2016,Hawkesbury,410,
2016,Ottawa-Gatineau,76550,
2016,Non CMA-CA,399590,QC
2016,Ontario,3260160,
2016,Cornwall,14900,ON
2016,Hawkesbury,2320,
2016,Ottawa-Gatineau,234020,
2016,Arnprior,4050,ON
2016,Carleton Place,5960,ON
2016,Brockville,8110,ON
2016,Pembroke,6320,ON
2016,Petawawa,3760,ON
2016,Kingston,37500,ON
2016,Belleville-Quinte West,25580,ON
2016,Cobourg,5500,ON
2016,Port Hope,4360,ON
2016,Peterborough,26750,ON
2016,Kawartha Lakes,17490,ON
2016,Centre Wellington,7780,ON
2016,Oshawa,89910,ON
2016,Ingersoll,3160,ON
2016,Toronto,1431290,ON
2016,Hamilton,174590,ON
2016,St. Catharines-Niagara,97910,ON
2016,Kitchener-Cambridge-Waterloo,127160,ON
2016,Brantford,33810,ON
2016,Woodstock,10100,ON
2016,Tillsonburg,4120,ON
2016,Norfolk,16660,ON
2016,Guelph,37790,ON
2016,Stratford,8010,ON
2016,London,115220,ON
2016,Chatham-Kent,24360,ON
2016,Leamington,20180,ON
2016,Windsor,78170,ON
2016,Sarnia,23570,ON
2016,Wasaga Beach,6060,ON
2016,Owen Sound,7430,ON
2016,Collingwood,5570,ON
2016,Barrie,46370,ON
2016,Orillia,6950,ON
2016,Midland,8480,ON
2016,North Bay,17020,ON
2016,Greater Sudbury,39290,ON
2016,Elliot Lake,2800,ON
2016,Timmins,10020,ON
2016,Sault Ste. Marie,18330,ON
2016,Thunder Bay,27650,ON
2016,Kenora,3320,ON
2016,Non CMA-CA,360490,ON
2016,Manitoba,296610,
2016,Winnipeg,182470,MB
2016,Winkler,7770,MB
2016,Steinbach,4970,MB
2016,Portage la Prairie,3900,MB
2016,Brandon,14210,MB
2016,Thompson,2890,MB
2016,Non CMA-CA,80410,MB
2016,Saskatchewan,259910,
2016,Regina,55520,SK
2016,Yorkton,4740,SK
2016,Moose Jaw,8590,SK
2016,Swift Current,5110,SK
2016,Saskatoon,70600,SK
2016,North Battleford,4670,SK
2016,Prince Albert,9520,SK
2016,Estevan,3560,SK
2016,Weyburn,3110,SK
2016,Lloydminster,3430,
2016,Non CMA-CA,91060,SK
2016,Alberta,989840,
2016,Medicine Hat,18820,AB
2016,Brooks,6440,AB
2016,Lethbridge,27780,AB
2016,Okotoks,8100,AB
2016,High River,3870,AB
2016,Calgary,344340,AB
2016,Strathmore,4130,AB
2016,Canmore,3780,AB
2016,Red Deer,23040,AB
2016,Sylvan Lake,3580,AB
2016,Lacombe,4050,AB
2016,Camrose,5050,AB
2016,Edmonton,317800,AB
2016,Lloydminster,5070,
2016,Cold Lake,4300,AB
2016,Grande Prairie,14800,AB
2016,Wood Buffalo,18490,AB
2016,Wetaskiwin,3130,AB
2016,Non CMA-CA,173290,AB
2016,British Columbia,1166230,
2016,Cranbrook,6770,BC
2016,Nelson,4240,BC
2016,Penticton,11690,BC
2016,Kelowna,51190,BC
2016,Vernon,16480,BC
2016,Salmon Arm,4830,BC
2016,Kamloops,26460,BC
2016,Chilliwack,26080,BC
2016,Abbotsford-Mission,46010,BC
2016,Vancouver,613930,BC
2016,Squamish,4890,BC
2016,Victoria,88810,BC
2016,Duncan,11310,BC
2016,Nanaimo,25460,BC
2016,Parksville,8950,BC
2016,Port Alberni,6200,BC
2016,Courtenay,14490,BC
2016,Campbell River,9910,BC
2016,Powell River,4490,BC
2016,Williams Lake,4380,BC
2016,Quesnel,5850,BC
2016,Prince Rupert,2760,BC
2016,Terrace,3570,BC
2016,Prince George,20270,BC
2016,Dawson Creek,2630,BC
2016,Fort St. John,7480,BC
2016,Non CMA-CA,137130,BC
2016,Yukon,8130,
2016,Whitehorse,6600,YT
2016,Non CMA-CA,1530,YT
2016,Northwest Territories,8730,
2016,Yellowknife,4620,NT
2016,Non CMA-CA,4110,NT
2016,Nunavut,6130,
2016,Campbellton,3840,
2016,Hawkesbury,2730,
2016,Ottawa - Gatineau,310570,
2016,Lloydminster,8500,
2017,Canada,8582740,
2017,Newfoundland and Labrador,133010,
2017,St. John's,48860,NL
2017,Bay Roberts,3570,NL
2017,Grand Falls-Windsor,3750,NL
2017,Gander,3610,NL
2017,Corner Brook,8180,NL
2017,Non CMA-CA,65040,NL
2017,Prince Edward Island,35970,
2017,Charlottetown,18260,PE
2017,Summerside,4440,PE
2017,Non CMA-CA,13280,PE
2017,Nova Scotia,222490,
2017,Halifax,94850,NS
2017,Kentville,6340,NS
2017,Truro,10780,NS
2017,New Glasgow,7880,NS
2017,Cape Breton,21170,NS
2017,Non CMA-CA,81480,NS
2017,New Brunswick,187770,
2017,Moncton,35960,NB
2017,Saint John,30430,NB
2017,Fredericton,25150,NB
2017,Bathurst,8320,NB
2017,Miramichi,6720,NB
2017,Campbellton,3320,
2017,Edmundston,6040,NB
2017,Non CMA-CA,71840,NB
2017,Quebec,1962650,
2017,Campbellton,500,
2017,Matane,4450,QC
2017,Rimouski,13610,QC
2017,Rivière-du-loup,7440,QC
2017,Baie-Comeau,6910,QC
2017,Saguenay,40560,QC
2017,Alma,8170,QC
2017,Dolbeau-Mistassini,3930,QC
2017,Sept-Îles,6400,QC
2017,Québec,194700,QC
2017,Sainte-Marie,3450,QC
2017,Saint-Georges,7740,QC
2017,Thetford Mines,6600,QC
2017,Sherbrooke,50230,QC
2017,Cowansville,3230,QC
2017,Victoriaville,12000,QC
2017,Trois-Rivières,36890,QC
2017,Shawinigan,12850,QC
2017,Drummondville,23910,QC
2017,Granby,21830,QC
2017,Saint-Hyacinthe,13800,QC
2017,Sorel-Tracy,10370,QC
2017,Joliette,11630,QC
2017,Montréal,951880,QC
2017,Salaberry-de-Valleyfield,9620,QC
2017,Lachute,2880,QC
2017,Val-d'Or,8160,QC
2017,Rouyn-Noranda,10230,QC
2017,Hawkesbury,410,
2017,Ottawa-Gatineau,76950,
2017,Non CMA-CA,401310,QC
2017,Ontario,3285990,
2017,Cornwall,15810,ON
2017,Hawkesbury,2820,
2017,Ottawa-Gatineau,238130,
2017,Arnprior,4330,ON
2017,Carleton Place,6340,ON
2017,Brockville,8130,ON
2017,Pembroke,6360,ON
2017,Petawawa,3780,ON
2017,Kingston,37630,ON
2017,Belleville-Quinte West,25770,ON
2017,Cobourg,5290,ON
2017,Port Hope,4230,ON
2017,Peterborough,26920,ON
2017,Kawartha Lakes,17590,ON
2017,Centre Wellington,7310,ON
2017,Oshawa,90480,ON
2017,Ingersoll,3220,ON
2017,Toronto,1441700,ON
2017,Hamilton,175700,ON
2017,St. Catharines-Niagara,98640,ON
2017,Kitchener-Cambridge-Waterloo,129400,ON
2017,Brantford,34320,ON
2017,Woodstock,10320,ON
2017,Tillsonburg,4200,ON
2017,Norfolk,16350,ON
2017,Guelph,38070,ON
2017,Stratford,8270,ON
2017,London,117850,ON
2017,Chatham-Kent,24320,ON
2017,Leamington,20120,ON
2017,Windsor,78690,ON
2017,Sarnia,23790,ON
2017,Wasaga Beach,6140,ON
2017,Owen Sound,7190,ON
2017,Collingwood,5490,ON
2017,Barrie,46610,ON
2017,Orillia,7190,ON
2017,Midland,8220,ON
2017,North Bay,17010,ON
2017,Greater Sudbury,39130,ON
2017,Elliot Lake,2820,ON
2017,Timmins,9950,ON
2017,Sault Ste. Marie,18420,ON
2017,Thunder Bay,27610,ON
2017,Kenora,3280,ON
2017,Non CMA-CA,361080,ON
2017,Manitoba,298300,
2017,Winnipeg,183970,MB
2017,Winkler,7890,MB
2017,Steinbach,4980,MB
2017,Portage la Prairie,3890,MB
2017,Brandon,14320,MB
2017,Thompson,2810,MB
2017,Non CMA-CA,80440,MB
2017,Saskatchewan,259460,
2017,Regina,56630,SK
2017,Yorkton,4730,SK
2017,Moose Jaw,8520,SK
2017,Swift Current,5110,SK
2017,Saskatoon,71550,SK
2017,North Battleford,4570,SK
2017,Prince Albert,9410,SK
2017,Estevan,3500,SK
2017,Weyburn,3060,SK
2017,Lloydminster,3420,
2017,Non CMA-CA,88960,SK
2017,Alberta,993630,
2017,Medicine Hat,18800,AB
2017,Brooks,6450,AB
2017,Lethbridge,28090,AB
2017,Okotoks,8630,AB
2017,High River,4300,AB
2017,Calgary,346350,AB
2017,Strathmore,4160,AB
2017,Canmore,3820,AB
2017,Red Deer,22940,AB
2017,Sylvan Lake,3790,AB
2017,Lacombe,4090,AB
2017,Camrose,5030,AB
2017,Edmonton,320900,AB
2017,Lloydminster,5010,
2017,Cold Lake,4230,AB
2017,Grande Prairie,15410,AB
2017,Wood Buffalo,18480,AB
2017,Wetaskiwin,3050,AB
2017,Non CMA-CA,170080,AB
2017,British Columbia,1180250,
2017,Cranbrook,6800,BC
2017,Nelson,4330,BC
2017,Penticton,11730,BC
2017,Kelowna,51980,BC
2017,Vernon,16680,BC
2017,Salmon Arm,4940,BC
2017,Kamloops,27170,BC
2017,Chilliwack,25960,BC
2017,Abbotsford-Mission,47160,BC
2017,Vancouver,620860,BC
2017,Squamish,5050,BC
2017,Victoria,90090,BC
2017,Duncan,11670,BC
2017,Nanaimo,25820,BC
2017,Parksville,9050,BC
2017,Port Alberni,6270,BC
2017,Courtenay,14500,BC
2017,Campbell River,10100,BC
2017,Powell River,4500,BC
2017,Williams Lake,4390,BC
2017,Quesnel,5870,BC
2017,Prince Rupert,2740,BC
2017,Terrace,3600,BC
2017,Prince George,20410,BC
2017,Dawson Creek,2620,BC
2017,Fort St. John,7510,BC
2017,Non CMA-CA,138460,BC
2017,Yukon,8280,
2017,Whitehorse,6730,YT
2017,Non CMA-CA,1550,YT
2017,Northwest Territories,8710,
2017,Yellowknife,4640,NT
2017,Non CMA-CA,4070,NT
2017,Nunavut,6220,
2017,Campbellton,3820,
2017,Hawkesbury,3240,
2017,Ottawa - Gatineau,315080,
2017,Lloydminster,8430,
2018,Canada,8695360,
2018,Newfoundland and Labrador,131830,
2018,St. John's,48910,NL
2018,Bay Roberts,3550,NL
2018,Grand Falls-Windsor,3700,NL
2018,Gander,3390,NL
2018,Corner Brook,8060,NL
2018,Non CMA-CA,64220,NL
2018,Prince Edward Island,36430,
2018,Charlottetown,17840,PE
2018,Summerside,4480,PE
2018,Non CMA-CA,14110,PE
2018,Nova Scotia,222970,
2018,Halifax,96300,NS
2018,Kentville,6340,NS
2018,Truro,11260,NS
2018,New Glasgow,7790,NS
2018,Cape Breton,21110,NS
2018,Non CMA-CA,80180,NS
2018,New Brunswick,188410,
2018,Moncton,36510,NB
2018,Saint John,30600,NB
2018,Fredericton,25410,NB
2018,Bathurst,8290,NB
2018,Miramichi,6670,NB
2018,Campbellton,3300,
2018,Edmundston,5940,NB
2018,Non CMA-CA,71700,NB
2018,Quebec,1972740,
2018,Campbellton,510,
2018,Matane,4370,QC
2018,Rimouski,13570,QC
2018,Rivière-du-loup,7380,QC
2018,Baie-Comeau,6810,QC
2018,Saguenay,40310,QC
2018,Alma,8140,QC
2018,Dolbeau-Mistassini,3880,QC
2018,Sept-Îles,6330,QC
2018,Québec,195220,QC
2018,Sainte-Marie,3470,QC
2018,Saint-Georges,7780,QC
2018,Thetford Mines,6600,QC
2018,Sherbrooke,50540,QC
2018,Cowansville,3180,QC
2018,Victoriaville,11900,QC
2018,Trois-Rivières,36750,QC
2018,Shawinigan,12730,QC
2018,Drummondville,23750,QC
2018,Granby,21760,QC
2018,Saint-Hyacinthe,13780,QC
2018,Sorel-Tracy,10270,QC
2018,Joliette,11530,QC
2018,Montréal,964300,QC
2018,Salaberry-de-Valleyfield,9500,QC
2018,Lachute,2850,QC
2018,Val-d'Or,8110,QC
2018,Rouyn-Noranda,10220,QC
2018,Hawkesbury,420,
2018,Ottawa-Gatineau,77330,
2018,Non CMA-CA,399450,QC
2018,Ontario,3347850,
2018,Cornwall,15710,ON
2018,Hawkesbury,2800,
2018,Ottawa-Gatineau,242420,
2018,Arnprior,3820,ON
2018,Carleton Place,5740,ON
2018,Brockville,8530,ON
2018,Pembroke,6280,ON
2018,Petawawa,3800,ON
2018,Kingston,37680,ON
2018,Belleville-Quinte West,25400,ON
2018,Cobourg,5280,ON
2018,Port Hope,4220,ON
2018,Peterborough,27010,ON
2018,Kawartha Lakes,17550,ON
2018,Centre Wellington,7380,ON
2018,Oshawa,91630,ON
2018,Ingersoll,3220,ON
2018,Toronto,1485110,ON
2018,Hamilton,177350,ON
2018,St. Catharines-Niagara,99530,ON
2018,Kitchener-Cambridge-Waterloo,132310,ON
2018,Brantford,34570,ON
2018,Woodstock,10390,ON
2018,Tillsonburg,4230,ON
2018,Norfolk,16420,ON
2018,Guelph,38600,ON
2018,Stratford,8300,ON
2018,London,119700,ON
2018,Chatham-Kent,24300,ON
2018,Leamington,20970,ON
2018,Windsor,78170,ON
2018,Sarnia,22830,ON
2018,Wasaga Beach,6110,ON
2018,Owen Sound,7150,ON
2018,Collingwood,5510,ON
2018,Barrie,47390,ON
2018,Orillia,7190,ON
2018,Midland,8230,ON
2018,North Bay,15920,ON
2018,Greater Sudbury,38780,ON
2018,Elliot Lake,2770,ON
2018,Timmins,9950,ON
2018,Sault Ste. Marie,18400,ON
2018,Thunder Bay,27670,ON
2018,Kenora,3260,ON
2018,Non CMA-CA,368310,ON
2018,Manitoba,302670,
2018,Winnipeg,187970,MB
2018,Winkler,7960,MB
2018,Steinbach,4960,MB
2018,Portage la Prairie,3890,MB
2018,Brandon,14440,MB
2018,Thompson,2800,MB
2018,Non CMA-CA,80650,MB
2018,Saskatchewan,263010,
2018,Regina,57790,SK
2018,Yorkton,4750,SK
2018,Moose Jaw,8580,SK
2018,Swift Current,5100,SK
2018,Saskatoon,73370,SK
2018,North Battleford,4540,SK
2018,Prince Albert,9580,SK
2018,Estevan,3520,SK
2018,Weyburn,2570,SK
2018,Lloydminster,3450,
2018,Non CMA-CA,89770,SK
2018,Alberta,1003860,
2018,Medicine Hat,18780,AB
2018,Brooks,6540,AB
2018,Lethbridge,28380,AB
2018,Okotoks,8710,AB
2018,High River,4250,AB
2018,Calgary,352170,AB
2018,Strathmore,4110,AB
2018,Canmore,3900,AB
2018,Red Deer,22930,AB
2018,Sylvan Lake,3790,AB
2018,Lacombe,4110,AB
2018,Camrose,5040,AB
2018,Edmonton,324930,AB
2018,Lloydminster,4990,
2018,Cold Lake,4230,AB
2018,Grande Prairie,15620,AB
2018,Wood Buffalo,18690,AB
2018,Wetaskiwin,3030,AB
2018,Non CMA-CA,169670,AB
2018,British Columbia,1202220,
2018,Cranbrook,6860,BC
2018,Nelson,4280,BC
2018,Penticton,11740,BC
2018,Kelowna,52540,BC
2018,Vernon,16840,BC
2018,Salmon Arm,4920,BC
2018,Kamloops,27370,BC
2018,Chilliwack,26150,BC
2018,Abbotsford-Mission,48240,BC
2018,Vancouver,637380,BC
2018,Squamish,5210,BC
2018,Victoria,91390,BC
2018,Duncan,11710,BC
2018,Nanaimo,26230,BC
2018,Parksville,9040,BC
2018,Port Alberni,6240,BC
2018,Courtenay,14500,BC
2018,Campbell River,10190,BC
2018,Powell River,4480,BC
2018,Williams Lake,4380,BC
2018,Quesnel,5850,BC
2018,Prince Rupert,2760,BC
2018,Terrace,3650,BC
2018,Prince George,20630,BC
2018,Dawson Creek,2670,BC
2018,Fort St. John,7600,BC
2018,Non CMA-CA,139390,BC
2018,Yukon,8450,
2018,Whitehorse,6880,YT
2018,Non CMA-CA,1580,YT
2018,Northwest Territories,8650,
2018,Yellowknife,4660,NT
2018,Non CMA-CA,3990,NT
2018,Nunavut,6270,
2018,Campbellton,3800,
2018,Hawkesbury,3210,
2018,Ottawa - Gatineau,319750,
2018,Lloydminster,8450,
2019,Canada,8798970,
2019,Newfoundland and Labrador,129860,
2019,St. John's,48530,NL
2019,Bay Roberts,3500,NL
2019,Grand Falls-Windsor,3640,NL
2019,Gander,3380,NL
2019,Corner Brook,7950,NL
2019,Non CMA-CA,62860,NL
2019,Prince Edward Island,36800,
2019,Charlottetown,18840,PE
2019,Summerside,4500,PE
2019,Non CMA-CA,13460,PE
2019,Nova Scotia,224570,
2019,Halifax,98340,NS
2019,Kentville,6340,NS
2019,Truro,11250,NS
2019,New Glasgow,7740,NS
2019,Cape Breton,21060,NS
2019,Non CMA-CA,79840,NS
2019,New Brunswick,188620,
2019,Moncton,37090,NB
2019,Saint John,30580,NB
2019,Fredericton,25470,NB
2019,Bathurst,8250,NB
2019,Miramichi,6660,NB
2019,Campbellton,3240,
2019,Edmundston,5920,NB
2019,Non CMA-CA,71400,NB
2019,Quebec,1988120,
2019,Campbellton,500,
2019,Matane,4330,QC
2019,Rimouski,13530,QC
2019,Rivière-du-loup,7410,QC
2019,Baie-Comeau,6690,QC
2019,Saguenay,40260,QC
2019,Alma,8120,QC
2019,Dolbeau-Mistassini,3890,QC
2019,Sept-Îles,6200,QC
2019,Québec,197130,QC
2019,Sainte-Marie,3370,QC
2019,Saint-Georges,7820,QC
2019,Thetford Mines,6570,QC
2019,Sherbrooke,51140,QC
2019,Cowansville,3280,QC
2019,Victoriaville,12000,QC
2019,Trois-Rivières,36940,QC
2019,Shawinigan,12710,QC
2019,Drummondville,24010,QC
2019,Granby,22190,QC
2019,Saint-Hyacinthe,13970,QC
2019,Sorel-Tracy,10180,QC
2019,Joliette,11730,QC
2019,Montréal,973700,QC
2019,Salaberry-de-Valleyfield,9640,QC
2019,Lachute,2900,QC
2019,Val-d'Or,8170,QC
2019,Rouyn-Noranda,10200,QC
2019,Hawkesbury,410,
2019,Ottawa-Gatineau,77940,
2019,Non CMA-CA,401210,QC
2019,Ontario,3397070,
2019,Cornwall,15700,ON
2019,Hawkesbury,2790,
2019,Ottawa-Gatineau,247550,
2019,Arnprior,3900,ON
2019,Carleton Place,5870,ON
2019,Brockville,8470,ON
2019,Pembroke,6250,ON
2019,Petawawa,3830,ON
2019,Kingston,37760,ON
2019,Belleville-Quinte West,25560,ON
2019,Cobourg,5220,ON
2019,Port Hope,4150,ON
2019,Peterborough,26850,ON
2019,Kawartha Lakes,17390,ON
2019,Centre Wellington,7450,ON
2019,Oshawa,93490,ON
2019,Ingersoll,3240,ON
2019,Toronto,1514960,ON
2019,Hamilton,180010,ON
2019,St. Catharines-Niagara,100710,ON
2019,Kitchener-Cambridge-Waterloo,135260,ON
2019,Brantford,35160,ON
2019,Woodstock,10700,ON
2019,Tillsonburg,4840,ON
2019,Norfolk,16510,ON
2019,Guelph,39310,ON
2019,Stratford,8320,ON
2019,London,121450,ON
2019,Chatham-Kent,26040,ON
2019,Leamington,20740,ON
2019,Windsor,78920,ON
2019,Sarnia,22840,ON
2019,Wasaga Beach,6200,ON
2019,Owen Sound,7130,ON
2019,Collingwood,5610,ON
2019,Barrie,47960,ON
2019,Orillia,7320,ON
2019,Midland,8290,ON
2019,North Bay,16940,ON
2019,Greater Sudbury,38710,ON
2019,Elliot Lake,2750,ON
2019,Timmins,9840,ON
2019,Sault Ste. Marie,18300,ON
